race_code,race_date,st65,p6_12_n,p6_12_win,p6_12_makuri,p6_12_makurizashi,p6_12_attack,second_score,second_rank,gap,attack_potential,st_score,straight_score,ex_score,lap_score,mawari_score,first,second,third
20241125TMG08,2024-11-25,内側より上,4,0.0,0.0,0.0,0.0,22.0,5,14.0,10.0,5.0,5.0,3.0,1.0,1.0,1,3,4
20241125TMG09,2024-11-25,内側より下,35,2.857142857142857,0.0,2.857142857142857,2.857142857142857,14.0,6,20.0,6.0,5.0,1.0,3.0,1.0,1.0,1,6,3
20241125TMG10,2024-11-25,内側より上,44,2.272727272727273,2.272727272727273,0.0,2.272727272727273,26.0,3,10.0,6.0,5.0,1.0,5.0,2.0,5.0,1,3,2
20241125TMG11,2024-11-25,内側より上,44,0.0,0.0,0.0,0.0,15.0,5,22.0,4.0,3.0,1.0,2.0,3.0,1.0,5,1,4
20241125TMG12,2024-11-25,内側より下,17,0.0,0.0,0.0,0.0,26.0,2,6.0,7.0,3.0,4.0,3.0,4.0,2.0,1,2,3
20241126TMG01,2024-11-26,内側より下,20,10.0,5.0,0.0,5.0,32.0,3,7.0,10.0,5.0,5.0,5.0,5.0,1.0,1,6,4
20241126TMG02,2024-11-26,内側より上,28,3.5714285714285716,3.5714285714285716,0.0,3.5714285714285716,34.0,1,0.0,9.0,5.0,4.0,5.0,3.0,5.0,6,1,4
20241126TMG03,2024-11-26,内側より下,100,0.0,0.0,0.0,0.0,19.0,5,14.0,4.0,3.0,1.0,4.0,1.0,4.0,2,5,4
20241126TMG04,2024-11-26,内側より下,74,0.0,0.0,0.0,0.0,20.0,6,14.0,6.0,5.0,1.0,3.0,1.0,4.0,1,3,2
20241126TMG05,2024-11-26,内側より下,74,0.0,0.0,0.0,0.0,15.0,6,19.0,4.0,3.0,1.0,4.0,1.0,2.0,3,2,1
20241126TMG06,2024-11-26,内側より上,35,8.571428571428571,2.857142857142857,5.714285714285714,8.571428571428571,26.0,3,3.0,4.0,3.0,1.0,5.0,3.0,5.0,1,3,6
20241126TMG07,2024-11-26,内側より下,22,0.0,0.0,0.0,0.0,20.0,4,14.0,4.0,3.0,1.0,3.0,2.0,4.0,1,2,3
20241126TMG08,2024-11-26,内側より上,6,0.0,0.0,0.0,0.0,12.0,6,25.0,4.0,3.0,1.0,3.0,1.0,1.0,2,1,3
20241126TMG09,2024-11-26,内側より上,16,0.0,0.0,0.0,0.0,26.0,3,6.0,10.0,5.0,5.0,5.0,2.0,1.0,3,2,4
20241126TMG10,2024-11-26,内側より下,28,0.0,0.0,0.0,0.0,20.0,5,18.0,6.0,3.0,3.0,3.0,1.0,3.0,1,2,3
20241126TMG11,2024-11-26,同じ,45,2.2222222222222223,0.0,2.2222222222222223,2.2222222222222223,26.0,3,6.0,8.0,5.0,3.0,3.0,5.0,1.0,1,4,2
20241126TMG12,2024-11-26,内側より下,24,0.0,0.0,0.0,0.0,25.0,5,8.0,6.0,5.0,1.0,4.0,3.0,4.0,1,3,2
20241127TMG01,2024-11-27,内側より上,75,0.0,0.0,0.0,0.0,13.0,6,19.0,6.0,5.0,1.0,2.0,1.0,1.0,1,3,5
20241127TMG02,2024-11-27,内側より上,7,0.0,0.0,0.0,0.0,15.0,6,15.0,4.0,3.0,1.0,4.0,1.0,2.0,2,1,4
20241127TMG03,2024-11-27,内側より下,75,0.0,0.0,0.0,0.0,22.0,4,5.0,7.0,3.0,4.0,3.0,2.0,2.0,2,1,3
20241127TMG05,2024-11-27,内側より上,28,0.0,0.0,0.0,0.0,18.0,6,14.0,6.0,5.0,1.0,1.0,1.0,4.0,3,4,1
20241127TMG06,2024-11-27,内側より上,45,2.2222222222222223,2.2222222222222223,0.0,2.2222222222222223,23.0,4,6.0,8.0,3.0,5.0,4.0,2.0,1.0,6,2,4
20241127TMG07,2024-11-27,内側より下,75,0.0,0.0,0.0,0.0,16.0,6,18.0,6.0,5.0,1.0,1.0,1.0,3.0,1,5,2
20241127TMG08,2024-11-27,同じ,7,0.0,0.0,0.0,0.0,19.0,5,14.0,8.0,3.0,5.0,2.0,1.0,1.0,1,4,2
20241127TMG09,2024-11-27,内側より下,29,0.0,0.0,0.0,0.0,25.0,2,4.0,6.0,2.0,4.0,3.0,5.0,1.0,1,2,5
20241127TMG10,2024-11-27,内側より下,25,0.0,0.0,0.0,0.0,24.0,5,12.0,9.0,5.0,4.0,3.0,3.0,1.0,1,2,3
20241127TMG11,2024-11-27,内側より下,46,2.1739130434782608,0.0,2.1739130434782608,2.1739130434782608,28.0,2,1.0,10.0,5.0,5.0,3.0,4.0,1.0,3,4,2
20241127TMG12,2024-11-27,内側より上,38,2.6315789473684212,0.0,2.6315789473684212,2.6315789473684212,29.0,2,7.0,5.0,3.0,2.0,4.0,4.0,5.0,1,2,6
20241210TMG01,2024-12-10,内側より上,15,6.666666666666667,6.666666666666667,0.0,6.666666666666667,28.0,3,2.0,8.0,5.0,3.0,5.0,3.0,3.0,3,1,4
20241210TMG02,2024-12-10,内側より上,14,0.0,0.0,0.0,0.0,22.0,4,11.0,8.0,5.0,3.0,3.0,1.0,3.0,3,2,1
20241210TMG04,2024-12-10,内側より上,42,2.380952380952381,0.0,2.380952380952381,2.380952380952381,36.0,1,0.0,10.0,5.0,5.0,5.0,5.0,3.0,2,5,1
20241210TMG05,2024-12-10,内側より下,39,7.6923076923076925,0.0,5.128205128205129,5.128205128205129,30.0,1,0.0,5.0,3.0,2.0,3.0,5.0,5.0,1,2,3
20241210TMG06,2024-12-10,内側より下,36,2.7777777777777777,0.0,2.7777777777777777,2.7777777777777777,24.0,4,7.0,6.0,5.0,1.0,3.0,2.0,5.0,3,1,2
20241210TMG07,2024-12-10,内側より上,42,0.0,0.0,0.0,0.0,26.0,4,8.0,7.0,5.0,2.0,3.0,4.0,3.0,1,6,2
20241210TMG08,2024-12-10,内側より下,34,0.0,0.0,0.0,0.0,33.0,1,0.0,10.0,5.0,5.0,4.0,3.0,4.0,5,3,1
20241210TMG09,2024-12-10,内側より下,44,0.0,0.0,0.0,0.0,24.0,2,13.0,6.0,5.0,1.0,3.0,3.0,4.0,1,3,4
20241210TMG10,2024-12-10,内側より下,33,0.0,0.0,0.0,0.0,23.0,5,12.0,6.0,5.0,1.0,4.0,2.0,4.0,1,6,2
20241210TMG11,2024-12-10,内側より下,36,0.0,0.0,0.0,0.0,25.0,4,9.0,6.0,5.0,1.0,4.0,2.0,5.0,1,3,2
20241210TMG12,2024-12-10,内側より上,37,2.7027027027027026,0.0,0.0,0.0,25.0,2,9.0,8.0,3.0,5.0,4.0,3.0,1.0,3,4,2
20241211TMG01,2024-12-11,内側より上,16,6.25,6.25,0.0,6.25,19.0,5,21.0,6.0,5.0,1.0,4.0,1.0,3.0,1,2,3
20241211TMG02,2024-12-11,内側より下,35,0.0,0.0,0.0,0.0,18.0,5,15.0,6.0,5.0,1.0,3.0,1.0,3.0,1,2,5
20241211TMG03,2024-12-11,内側より下,28,0.0,0.0,0.0,0.0,23.0,5,10.0,8.0,3.0,5.0,4.0,2.0,1.0,1,3,2
20241211TMG04,2024-12-11,内側より上,15,0.0,0.0,0.0,0.0,20.0,6,11.0,5.0,3.0,2.0,3.0,1.0,4.0,3,1,2
20241211TMG05,2024-12-11,内側より上,16,6.25,6.25,0.0,6.25,28.0,1,0.0,4.0,3.0,1.0,5.0,5.0,4.0,1,2,3
20241211TMG07,2024-12-11,内側より下,28,0.0,0.0,0.0,0.0,12.0,6,24.0,4.0,3.0,1.0,3.0,1.0,1.0,1,2,5
20241211TMG09,2024-12-11,内側より下,47,0.0,0.0,0.0,0.0,19.0,6,11.0,3.0,2.0,1.0,3.0,1.0,5.0,3,1,6
20241211TMG10,2024-12-11,内側より上,28,3.5714285714285716,0.0,3.5714285714285716,3.5714285714285716,18.0,6,14.0,3.0,2.0,1.0,4.0,4.0,1.0,1,3,4
20241211TMG11,2024-12-11,内側より上,37,0.0,0.0,0.0,0.0,28.0,2,2.0,5.0,3.0,2.0,3.0,4.0,5.0,1,3,2
20241211TMG12,2024-12-11,内側より上,27,0.0,0.0,0.0,0.0,18.0,6,11.0,6.0,5.0,1.0,3.0,2.0,2.0,1,3,6
20241212TMG01,2024-12-12,内側より上,29,0.0,0.0,0.0,0.0,30.0,3,3.0,10.0,5.0,5.0,3.0,2.0,4.0,1,2,3
20241212TMG02,2024-12-12,内側より下,28,0.0,0.0,0.0,0.0,24.0,4,13.0,10.0,5.0,5.0,3.0,2.0,1.0,1,4,5
20241212TMG03,2024-12-12,内側より上,16,0.0,0.0,0.0,0.0,26.0,4,10.0,10.0,5.0,5.0,3.0,3.0,1.0,1,3,2
20241212TMG04,2024-12-12,内側より上,41,7.317073170731708,4.878048780487805,2.4390243902439024,7.317073170731707,15.0,6,20.0,4.0,3.0,1.0,4.0,1.0,2.0,2,5,6
20241212TMG05,2024-12-12,内側より上,18,5.555555555555555,5.555555555555555,0.0,5.555555555555555,32.0,2,6.0,10.0,5.0,5.0,5.0,3.0,3.0,5,2,4
20241212TMG06,2024-12-12,内側より下,34,5.882352941176471,5.882352941176471,0.0,5.882352941176471,29.0,2,9.0,10.0,5.0,5.0,4.0,4.0,1.0,1,3,2
20241212TMG07,2024-12-12,内側より上,16,0.0,0.0,0.0,0.0,16.0,6,16.0,4.0,3.0,1.0,3.0,1.0,3.0,1,4,2
20241212TMG08,2024-12-12,内側より下,42,19.047619047619047,19.047619047619047,0.0,19.047619047619047,16.0,5,16.0,5.0,3.0,2.0,5.0,1.0,1.0,1,2,3
20241212TMG09,2024-12-12,内側より上,43,2.3255813953488373,0.0,2.3255813953488373,2.3255813953488373,16.0,6,19.0,6.0,5.0,1.0,3.0,1.0,2.0,1,4,2
20241212TMG12,2024-12-12,内側より下,29,3.4482758620689653,3.4482758620689653,0.0,3.4482758620689653,32.0,1,0.0,8.0,3.0,5.0,5.0,5.0,2.0,1,2,5
20241213TMG01,2024-12-13,内側より下,21,0.0,0.0,0.0,0.0,21.0,5,12.0,3.0,2.0,1.0,3.0,4.0,3.0,2,3,4
20241213TMG02,2024-12-13,内側より下,29,0.0,0.0,0.0,0.0,22.0,6,7.0,8.0,3.0,5.0,5.0,1.0,1.0,2,4,3
20241213TMG03,2024-12-13,内側より上,19,5.2631578947368425,5.2631578947368425,0.0,5.2631578947368425,34.0,2,2.0,8.0,3.0,5.0,5.0,5.0,3.0,3,1,4
20241213TMG04,2024-12-13,内側より上,28,0.0,0.0,0.0,0.0,20.0,5,12.0,3.0,2.0,1.0,4.0,3.0,3.0,1,2,3
20241213TMG05,2024-12-13,内側より下,22,0.0,0.0,0.0,0.0,18.0,5,19.0,6.0,5.0,1.0,3.0,1.0,3.0,1,4,2
20241213TMG06,2024-12-13,内側より上,38,2.6315789473684212,0.0,0.0,0.0,27.0,3,10.0,8.0,3.0,5.0,4.0,4.0,1.0,1,4,6
20241213TMG07,2024-12-13,内側より上,104,1.9230769230769231,0.0,0.9615384615384616,0.9615384615384616,24.0,4,8.0,6.0,5.0,1.0,3.0,2.0,5.0,1,3,4
20241213TMG08,2024-12-13,内側より上,18,0.0,0.0,0.0,0.0,21.0,4,16.0,9.0,5.0,4.0,4.0,1.0,1.0,2,3,4
20241213TMG09,2024-12-13,内側より上,19,5.2631578947368425,5.2631578947368425,0.0,5.2631578947368425,30.0,2,2.0,8.0,3.0,5.0,5.0,4.0,2.0,1,3,2
20241213TMG10,2024-12-13,内側より下,29,3.4482758620689653,3.4482758620689653,0.0,3.4482758620689653,21.0,4,10.0,4.0,2.0,2.0,3.0,3.0,3.0,1,4,3
20241213TMG11,2024-12-13,内側より上,32,3.125,0.0,0.0,0.0,28.0,3,10.0,6.0,5.0,1.0,5.0,4.0,4.0,4,2,5
20241213TMG12,2024-12-13,内側より下,34,11.764705882352942,5.882352941176471,2.9411764705882355,8.823529411764707,32.0,1,0.0,8.0,5.0,3.0,5.0,4.0,4.0,1,3,4
20241214TMG01,2024-12-14,内側より下,40,7.5,0.0,5.0,5.0,35.0,1,0.0,10.0,5.0,5.0,4.0,5.0,3.0,1,3,4
20241214TMG02,2024-12-14,内側より下,35,0.0,0.0,0.0,0.0,26.0,3,4.0,4.0,3.0,1.0,5.0,3.0,5.0,2,1,4
20241214TMG03,2024-12-14,内側より上,19,0.0,0.0,0.0,0.0,28.0,2,7.0,8.0,3.0,5.0,3.0,5.0,1.0,1,2,4
20241214TMG04,2024-12-14,内側より上,42,7.142857142857143,4.761904761904762,2.380952380952381,7.142857142857142,18.0,6,18.0,3.0,2.0,1.0,4.0,1.0,4.0,1,3,5
20241214TMG05,2024-12-14,内側より下,23,0.0,0.0,0.0,0.0,14.0,5,20.0,6.0,5.0,1.0,3.0,1.0,1.0,1,2,3
20241214TMG06,2024-12-14,内側より上,21,4.761904761904762,4.761904761904762,0.0,4.761904761904762,28.0,3,4.0,7.0,2.0,5.0,4.0,5.0,1.0,1,4,5
20241214TMG07,2024-12-14,内側より下,43,0.0,0.0,0.0,0.0,22.0,5,10.0,4.0,3.0,1.0,5.0,2.0,4.0,1,2,5
20241214TMG08,2024-12-14,内側より上,19,0.0,0.0,0.0,0.0,20.0,5,14.0,4.0,3.0,1.0,3.0,2.0,4.0,2,1,3
20241214TMG09,2024-12-14,内側より上,35,5.714285714285714,5.714285714285714,0.0,5.714285714285714,22.0,5,17.0,6.0,5.0,1.0,3.0,4.0,2.0,1,3,5
20241214TMG10,2024-12-14,内側より下,28,0.0,0.0,0.0,0.0,24.0,4,12.0,8.0,3.0,5.0,5.0,2.0,1.0,1,2,3
20241214TMG11,2024-12-14,内側より下,35,11.428571428571429,5.714285714285714,2.857142857142857,8.571428571428571,26.0,3,4.0,4.0,3.0,1.0,5.0,4.0,4.0,1,3,4
20241214TMG12,2024-12-14,内側より下,32,6.25,0.0,6.25,6.25,25.0,4,8.0,6.0,3.0,3.0,4.0,3.0,3.0,1,3,4
20241217TMG01,2024-12-17,内側より下,33,0.0,0.0,0.0,0.0,20.0,6,11.0,2.0,1.0,1.0,3.0,2.0,5.0,2,3,
20241217TMG02,2024-12-17,内側より下,35,2.857142857142857,2.857142857142857,0.0,2.857142857142857,26.0,4,8.0,8.0,5.0,3.0,3.0,3.0,3.0,5,2,3
20241217TMG03,2024-12-17,内側より下,24,4.166666666666667,0.0,0.0,0.0,26.0,4,6.0,6.0,5.0,1.0,3.0,3.0,5.0,3,4,5
20241217TMG04,2024-12-17,内側より下,34,0.0,0.0,0.0,0.0,32.0,1,0.0,9.0,5.0,4.0,3.0,3.0,5.0,2,3,1
20241217TMG05,2024-12-17,内側より下,30,0.0,0.0,0.0,0.0,23.0,5,12.0,3.0,2.0,1.0,5.0,2.0,5.0,1,3,5
20241217TMG06,2024-12-17,内側より下,232,3.8793103448275863,2.586206896551724,0.8620689655172413,3.4482758620689653,17.0,6,17.0,6.0,5.0,1.0,4.0,1.0,2.0,2,1,4
20241217TMG08,2024-12-17,内側より下,24,4.166666666666667,0.0,0.0,0.0,19.0,5,11.0,4.0,3.0,1.0,2.0,2.0,4.0,2,3,1
20241217TMG09,2024-12-17,内側より下,38,2.6315789473684212,0.0,0.0,0.0,20.0,6,12.0,9.0,5.0,4.0,3.0,1.0,1.0,1,3,2
20241217TMG10,2024-12-17,同じ,27,0.0,0.0,0.0,0.0,21.0,6,10.0,6.0,5.0,1.0,2.0,2.0,4.0,1,5,2
20241217TMG11,2024-12-17,内側より下,27,0.0,0.0,0.0,0.0,30.0,2,4.0,10.0,5.0,5.0,3.0,4.0,2.0,5,3,4
20241218TMG01,2024-12-18,内側より下,233,3.8626609442060085,2.575107296137339,0.8583690987124464,3.4334763948497855,18.0,6,15.0,4.0,3.0,1.0,5.0,2.0,2.0,2,4,1
20241218TMG03,2024-12-18,内側より下,32,0.0,0.0,0.0,0.0,26.0,3,7.0,10.0,5.0,5.0,3.0,3.0,1.0,1,2,
20241218TMG04,2024-12-18,内側より下,30,0.0,0.0,0.0,0.0,17.0,6,17.0,4.0,3.0,1.0,4.0,1.0,3.0,1,5,2
20241218TMG05,2024-12-18,内側より下,22,4.545454545454546,0.0,4.545454545454546,4.545454545454546,22.0,5,11.0,4.0,3.0,1.0,3.0,2.0,5.0,2,4,5
20241218TMG06,2024-12-18,内側より下,32,6.25,0.0,3.125,3.125,18.0,5,19.0,7.0,5.0,2.0,3.0,1.0,2.0,1,2,5
20241218TMG07,2024-12-18,内側より下,34,0.0,0.0,0.0,0.0,24.0,4,10.0,10.0,5.0,5.0,3.0,2.0,1.0,1,4,5
20241218TMG08,2024-12-18,内側より下,233,3.8626609442060085,2.575107296137339,0.8583690987124464,3.4334763948497855,13.0,6,18.0,4.0,3.0,1.0,2.0,1.0,2.0,3,1,4
20241218TMG09,2024-12-18,内側より下,32,3.125,0.0,3.125,3.125,20.0,6,13.0,6.0,5.0,1.0,3.0,1.0,4.0,1,3,2
20241218TMG12,2024-12-18,内側より上,30,10.0,3.3333333333333335,3.3333333333333335,6.666666666666667,19.0,5,13.0,6.0,5.0,1.0,2.0,3.0,2.0,1,2,4
20241219TMG01,2024-12-19,内側より下,35,0.0,0.0,0.0,0.0,22.0,4,13.0,7.0,3.0,4.0,5.0,2.0,1.0,2,3,5
20241219TMG02,2024-12-19,内側より下,23,0.0,0.0,0.0,0.0,35.0,1,0.0,10.0,5.0,5.0,4.0,4.0,4.0,3,2,5
20241219TMG03,2024-12-19,内側より下,25,0.0,0.0,0.0,0.0,12.0,6,20.0,4.0,3.0,1.0,3.0,1.0,1.0,2,1,6
20241219TMG04,2024-12-19,内側より下,30,0.0,0.0,0.0,0.0,29.0,2,2.0,10.0,5.0,5.0,2.0,5.0,1.0,1,3,5
20241219TMG05,2024-12-19,内側より下,32,3.125,0.0,3.125,3.125,30.0,1,0.0,10.0,5.0,5.0,3.0,3.0,3.0,5,2,6
20241219TMG07,2024-12-19,内側より上,42,2.380952380952381,0.0,2.380952380952381,2.380952380952381,28.0,3,5.0,6.0,5.0,1.0,3.0,4.0,5.0,5,3,2
20241219TMG08,2024-12-19,内側より下,26,0.0,0.0,0.0,0.0,20.0,4,10.0,7.0,5.0,2.0,3.0,3.0,1.0,1,4,5
20241219TMG09,2024-12-19,内側より下,27,3.7037037037037037,0.0,0.0,0.0,36.0,1,0.0,10.0,5.0,5.0,5.0,4.0,4.0,2,1,6
20241219TMG10,2024-12-19,内側より上,42,0.0,0.0,0.0,0.0,24.0,4,8.0,6.0,2.0,4.0,4.0,4.0,1.0,1,3,5
20241219TMG11,2024-12-19,内側より下,37,0.0,0.0,0.0,0.0,16.0,6,20.0,6.0,5.0,1.0,3.0,1.0,2.0,1,3,4
20241219TMG12,2024-12-19,内側より下,40,2.5,0.0,2.5,2.5,24.0,5,6.0,6.0,3.0,3.0,3.0,3.0,3.0,2,1,3
20241220TMG03,2024-12-20,内側より下,35,0.0,0.0,0.0,0.0,19.0,6,16.0,9.0,5.0,4.0,2.0,1.0,1.0,1,5,3
20241220TMG04,2024-12-20,内側より下,236,3.8135593220338984,2.542372881355932,0.847457627118644,3.389830508474576,24.0,4,10.0,6.0,3.0,3.0,5.0,2.0,3.0,1,5,2
20241220TMG05,2024-12-20,内側より上,42,0.0,0.0,0.0,0.0,32.0,3,2.0,10.0,5.0,5.0,5.0,3.0,3.0,2,5,1
20241220TMG06,2024-12-20,内側より下,26,0.0,0.0,0.0,0.0,25.0,3,11.0,4.0,3.0,1.0,4.0,3.0,5.0,1,2,4
20241220TMG07,2024-12-20,内側より下,34,0.0,0.0,0.0,0.0,18.0,5,19.0,4.0,3.0,1.0,3.0,1.0,4.0,4,2,1
20241220TMG08,2024-12-20,内側より上,43,0.0,0.0,0.0,0.0,29.0,3,8.0,10.0,5.0,5.0,4.0,3.0,2.0,3,6,1
20241220TMG11,2024-12-20,内側より下,35,0.0,0.0,0.0,0.0,23.0,4,12.0,5.0,3.0,2.0,4.0,2.0,4.0,1,2,3
20241220TMG12,2024-12-20,内側より下,27,3.7037037037037037,0.0,3.7037037037037037,3.7037037037037037,27.0,3,10.0,6.0,5.0,1.0,4.0,4.0,4.0,1,2,4
20241221TMG01,2024-12-21,内側より下,31,0.0,0.0,0.0,0.0,28.0,3,6.0,6.0,3.0,3.0,5.0,4.0,3.0,4,5,6
20241221TMG02,2024-12-21,内側より下,235,3.8297872340425534,2.5531914893617023,0.851063829787234,3.404255319148936,24.0,5,13.0,10.0,5.0,5.0,5.0,1.0,1.0,1,3,2
20241221TMG03,2024-12-21,内側より下,30,3.3333333333333335,3.3333333333333335,0.0,3.3333333333333335,24.0,4,10.0,8.0,5.0,3.0,3.0,2.0,3.0,3,1,5
20241221TMG04,2024-12-21,内側より下,38,2.6315789473684212,2.6315789473684212,0.0,2.6315789473684212,34.0,2,2.0,10.0,5.0,5.0,3.0,5.0,3.0,4,1,2
20241221TMG05,2024-12-21,内側より下,25,4.0,0.0,0.0,0.0,20.0,6,8.0,4.0,2.0,2.0,2.0,2.0,4.0,2,4,5
20241221TMG06,2024-12-21,内側より下,5,0.0,0.0,0.0,0.0,20.0,5,11.0,9.0,5.0,4.0,3.0,1.0,1.0,1,3,5
20241221TMG09,2024-12-21,内側より下,22,0.0,0.0,0.0,0.0,26.0,2,4.0,9.0,5.0,4.0,3.0,3.0,2.0,5,3,6
20241221TMG11,2024-12-21,内側より下,28,0.0,0.0,0.0,0.0,24.0,2,9.0,6.0,5.0,1.0,3.0,3.0,4.0,2,5,3
20250119TMG01,2025-01-19,内側より下,46,2.1739130434782608,2.1739130434782608,0.0,2.1739130434782608,23.0,5,11.0,7.0,5.0,2.0,4.0,3.0,2.0,1,2,5
20250119TMG02,2025-01-19,内側より下,26,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,22.0,5,10.0,4.0,3.0,1.0,5.0,2.0,4.0,4,1,2
20250119TMG03,2025-01-19,内側より下,31,0.0,0.0,0.0,0.0,15.0,6,21.0,4.0,3.0,1.0,4.0,2.0,1.0,1,3,4
20250119TMG04,2025-01-19,内側より上,16,0.0,0.0,0.0,0.0,14.0,6,23.0,4.0,3.0,1.0,3.0,1.0,2.0,2,1,5
20250119TMG05,2025-01-19,内側より下,42,2.380952380952381,0.0,0.0,0.0,21.0,4,11.0,5.0,3.0,2.0,4.0,3.0,2.0,5,1,6
20250119TMG06,2025-01-19,内側より下,57,0.0,0.0,0.0,0.0,27.0,2,1.0,10.0,5.0,5.0,4.0,3.0,1.0,1,2,5
20250119TMG08,2025-01-19,同じ,32,0.0,0.0,0.0,0.0,26.0,4,6.0,6.0,5.0,1.0,3.0,4.0,4.0,1,3,5
20250119TMG09,2025-01-19,内側より下,28,0.0,0.0,0.0,0.0,31.0,1,0.0,8.0,5.0,3.0,4.0,5.0,3.0,1,2,4
20250119TMG10,2025-01-19,内側より下,31,0.0,0.0,0.0,0.0,22.0,3,17.0,5.0,3.0,2.0,3.0,3.0,3.0,1,5,2
20250119TMG11,2025-01-19,内側より下,35,2.857142857142857,0.0,2.857142857142857,2.857142857142857,26.0,3,3.0,6.0,5.0,1.0,3.0,3.0,5.0,1,4,2
20250119TMG12,2025-01-19,内側より下,37,5.405405405405405,0.0,5.405405405405405,5.405405405405405,23.0,4,9.0,6.0,5.0,1.0,4.0,3.0,3.0,1,4,5
20250120TMG01,2025-01-20,内側より下,32,9.375,6.25,3.125,9.375,36.0,1,0.0,10.0,5.0,5.0,3.0,5.0,4.0,1,2,3
20250120TMG02,2025-01-20,内側より上,17,0.0,0.0,0.0,0.0,14.0,6,26.0,4.0,3.0,1.0,3.0,1.0,2.0,3,1,2
20250120TMG03,2025-01-20,内側より下,33,3.0303030303030303,0.0,0.0,0.0,23.0,4,11.0,6.0,5.0,1.0,4.0,3.0,3.0,2,6,5
20250120TMG04,2025-01-20,内側より下,41,4.878048780487805,0.0,4.878048780487805,4.878048780487805,18.0,6,15.0,6.0,5.0,1.0,3.0,1.0,3.0,2,3,1
20250120TMG05,2025-01-20,内側より下,31,0.0,0.0,0.0,0.0,16.0,6,16.0,4.0,3.0,1.0,3.0,1.0,3.0,3,1,2
20250120TMG06,2025-01-20,内側より下,58,0.0,0.0,0.0,0.0,11.0,6,21.0,3.0,2.0,1.0,3.0,1.0,1.0,3,2,5
20250120TMG07,2025-01-20,内側より下,32,6.25,0.0,3.125,3.125,26.0,2,4.0,6.0,3.0,3.0,3.0,3.0,4.0,5,6,4
20250120TMG08,2025-01-20,内側より上,35,0.0,0.0,0.0,0.0,22.0,6,6.0,6.0,5.0,1.0,3.0,2.0,4.0,2,5,1
20250120TMG09,2025-01-20,内側より下,26,0.0,0.0,0.0,0.0,17.0,5,18.0,4.0,3.0,1.0,2.0,3.0,2.0,2,1,5
20250120TMG10,2025-01-20,内側より下,36,0.0,0.0,0.0,0.0,25.0,4,12.0,6.0,3.0,3.0,4.0,1.0,5.0,2,1,3
20250120TMG11,2025-01-20,内側より下,43,2.3255813953488373,0.0,0.0,0.0,22.0,4,15.0,6.0,5.0,1.0,3.0,2.0,4.0,1,3,5
20250120TMG12,2025-01-20,内側より上,25,4.0,0.0,4.0,4.0,29.0,2,10.0,8.0,3.0,5.0,4.0,3.0,3.0,1,3,2
20250121TMG01,2025-01-21,内側より上,18,0.0,0.0,0.0,0.0,20.0,5,12.0,7.0,3.0,4.0,3.0,1.0,2.0,1,4,2
20250121TMG02,2025-01-21,内側より下,32,0.0,0.0,0.0,0.0,14.0,6,20.0,4.0,3.0,1.0,5.0,1.0,1.0,3,2,4
20250121TMG03,2025-01-21,内側より下,59,0.0,0.0,0.0,0.0,22.0,5,10.0,7.0,5.0,2.0,3.0,3.0,2.0,1,5,2
20250121TMG04,2025-01-21,内側より下,30,3.3333333333333335,0.0,0.0,0.0,16.0,6,14.0,4.0,3.0,1.0,3.0,1.0,3.0,2,1,5
20250121TMG05,2025-01-21,内側より上,39,0.0,0.0,0.0,0.0,14.0,6,16.0,3.0,2.0,1.0,2.0,1.0,3.0,4,1,5
20250121TMG06,2025-01-21,内側より上,18,0.0,0.0,0.0,0.0,20.0,5,14.0,8.0,3.0,5.0,3.0,1.0,1.0,5,2,3
20250121TMG07,2025-01-21,同じ,49,0.0,0.0,0.0,0.0,36.0,1,0.0,10.0,5.0,5.0,3.0,5.0,4.0,6,1,3
20250121TMG08,2025-01-21,内側より下,59,0.0,0.0,0.0,0.0,26.0,3,12.0,10.0,5.0,5.0,3.0,3.0,1.0,1,2,4
20250121TMG09,2025-01-21,内側より上,35,5.714285714285714,2.857142857142857,0.0,2.857142857142857,22.0,4,14.0,6.0,5.0,1.0,3.0,2.0,4.0,1,6,4
20250121TMG10,2025-01-21,内側より上,22,4.545454545454546,0.0,0.0,0.0,23.0,4,11.0,8.0,3.0,5.0,4.0,1.0,2.0,1,5,2
20250121TMG11,2025-01-21,内側より下,30,6.666666666666667,0.0,3.3333333333333335,3.3333333333333335,25.0,2,12.0,5.0,3.0,2.0,2.0,4.0,4.0,1,6,2
20250121TMG12,2025-01-21,内側より上,38,5.2631578947368425,0.0,2.6315789473684212,2.6315789473684212,25.0,4,8.0,6.0,2.0,4.0,3.0,3.0,3.0,1,2,4
20250122TMG01,2025-01-22,内側より上,36,5.555555555555555,2.7777777777777777,0.0,2.7777777777777777,21.0,4,14.0,4.0,3.0,1.0,4.0,2.0,4.0,1,4,6
20250122TMG02,2025-01-22,内側より下,31,3.225806451612903,3.225806451612903,0.0,3.225806451612903,25.0,4,13.0,8.0,3.0,5.0,4.0,3.0,1.0,1,6,4
20250122TMG03,2025-01-22,内側より上,33,0.0,0.0,0.0,0.0,18.0,6,20.0,6.0,5.0,1.0,5.0,1.0,2.0,3,1,5
20250122TMG04,2025-01-22,内側より上,50,2.0,0.0,0.0,0.0,30.0,1,0.0,6.0,3.0,3.0,5.0,4.0,4.0,2,1,4
