race_code,race_date,st65,p6_12_n,p6_12_win,p6_12_makuri,p6_12_makurizashi,p6_12_attack,second_score,second_rank,gap,attack_potential,st_score,straight_score,ex_score,lap_score,mawari_score,first,second,third
20251010TMG02,2025-10-10,内側より下,31,0.0,0.0,0.0,0.0,27.0,3,6.0,6.0,5.0,1.0,4.0,3.0,5.0,1,4,2
20251010TMG03,2025-10-10,内側より上,28,7.142857142857143,0.0,3.5714285714285716,3.5714285714285716,32.0,1,0.0,7.0,5.0,2.0,3.0,5.0,5.0,3,6,5
20251010TMG04,2025-10-10,内側より下,47,2.127659574468085,0.0,2.127659574468085,2.127659574468085,20.0,6,14.0,8.0,3.0,5.0,3.0,1.0,1.0,4,1,3
20251010TMG06,2025-10-10,内側より上,86,0.0,0.0,0.0,0.0,20.0,6,18.0,6.0,5.0,1.0,3.0,3.0,2.0,4,1,5
20251010TMG07,2025-10-10,内側より下,27,0.0,0.0,0.0,0.0,14.0,6,18.0,3.0,2.0,1.0,4.0,1.0,2.0,3,1,5
20251010TMG08,2025-10-10,同じ,11,0.0,0.0,0.0,0.0,21.0,6,12.0,6.0,5.0,1.0,4.0,4.0,1.0,2,1,3
20251010TMG09,2025-10-10,内側より下,24,4.166666666666667,4.166666666666667,0.0,4.166666666666667,18.0,5,14.0,4.0,3.0,1.0,3.0,3.0,2.0,1,3,4
20251010TMG10,2025-10-10,内側より下,36,0.0,0.0,0.0,0.0,32.0,1,0.0,9.0,5.0,4.0,5.0,4.0,3.0,2,1,6
20251010TMG11,2025-10-10,内側より下,33,3.0303030303030303,0.0,3.0303030303030303,3.0303030303030303,28.0,2,4.0,6.0,5.0,1.0,5.0,5.0,3.0,1,3,2
20251010TMG12,2025-10-10,内側より下,43,6.976744186046512,2.3255813953488373,0.0,2.3255813953488373,16.0,6,14.0,4.0,3.0,1.0,5.0,1.0,2.0,1,5,2
20251011TMG01,2025-10-11,内側より下,86,0.0,0.0,0.0,0.0,17.0,6,16.0,6.0,5.0,1.0,4.0,2.0,1.0,1,5,2
20251011TMG02,2025-10-11,内側より下,32,0.0,0.0,0.0,0.0,28.0,3,8.0,6.0,5.0,1.0,5.0,4.0,4.0,1,3,4
20251011TMG03,2025-10-11,内側より下,42,2.380952380952381,0.0,2.380952380952381,2.380952380952381,29.0,3,5.0,4.0,3.0,1.0,4.0,5.0,5.0,1,2,6
20251011TMG04,2025-10-11,内側より下,15,0.0,0.0,0.0,0.0,15.0,6,25.0,4.0,3.0,1.0,4.0,2.0,1.0,1,2,3
20251011TMG05,2025-10-11,内側より上,38,10.526315789473685,2.6315789473684212,5.2631578947368425,7.894736842105264,20.0,4,16.0,6.0,5.0,1.0,3.0,2.0,3.0,6,3,5
20251011TMG06,2025-10-11,内側より下,86,0.0,0.0,0.0,0.0,15.0,6,19.0,4.0,3.0,1.0,4.0,1.0,2.0,1,3,4
20251011TMG07,2025-10-11,内側より下,27,3.7037037037037037,0.0,3.7037037037037037,3.7037037037037037,24.0,4,8.0,8.0,3.0,5.0,5.0,1.0,2.0,4,2,6
20251011TMG08,2025-10-11,内側より下,32,6.25,6.25,0.0,6.25,23.0,3,14.0,6.0,5.0,1.0,4.0,3.0,3.0,1,5,2
20251011TMG09,2025-10-11,内側より下,34,2.9411764705882355,2.9411764705882355,0.0,2.9411764705882355,34.0,1,0.0,7.0,3.0,4.0,5.0,5.0,4.0,1,3,6
20251011TMG10,2025-10-11,内側より下,25,0.0,0.0,0.0,0.0,20.0,4,14.0,4.0,3.0,1.0,3.0,2.0,4.0,3,1,2
20251011TMG11,2025-10-11,内側より下,24,0.0,0.0,0.0,0.0,28.0,4,9.0,9.0,5.0,4.0,5.0,4.0,1.0,1,3,6
20251011TMG12,2025-10-11,内側より下,31,3.225806451612903,0.0,0.0,0.0,23.0,5,10.0,6.0,5.0,1.0,4.0,2.0,4.0,3,1,4
20251012TMG01,2025-10-12,内側より下,86,0.0,0.0,0.0,0.0,22.0,5,10.0,4.0,3.0,1.0,3.0,2.0,5.0,1,4,3
20251012TMG02,2025-10-12,内側より下,28,7.142857142857143,0.0,3.5714285714285716,3.5714285714285716,35.0,3,1.0,10.0,5.0,5.0,4.0,4.0,4.0,1,2,6
20251012TMG03,2025-10-12,内側より下,18,0.0,0.0,0.0,0.0,25.0,5,3.0,9.0,5.0,4.0,4.0,3.0,1.0,2,1,5
20251012TMG04,2025-10-12,内側より下,37,5.405405405405405,0.0,5.405405405405405,5.405405405405405,31.0,1,0.0,7.0,3.0,4.0,4.0,3.0,5.0,1,5,6
20251012TMG05,2025-10-12,内側より下,86,0.0,0.0,0.0,0.0,26.0,3,10.0,8.0,3.0,5.0,3.0,4.0,1.0,1,3,2
20251012TMG06,2025-10-12,同じ,31,6.451612903225806,3.225806451612903,0.0,3.225806451612903,22.0,5,8.0,6.0,5.0,1.0,3.0,2.0,4.0,2,1,5
20251012TMG07,2025-10-12,内側より下,22,4.545454545454546,0.0,0.0,0.0,17.0,6,15.0,3.0,2.0,1.0,3.0,1.0,4.0,1,3,2
20251012TMG08,2025-10-12,内側より上,38,7.894736842105263,2.6315789473684212,2.6315789473684212,5.2631578947368425,18.0,5,20.0,4.0,3.0,1.0,3.0,3.0,2.0,1,5,4
20251012TMG10,2025-10-12,内側より下,18,5.555555555555555,0.0,5.555555555555555,5.555555555555555,24.0,4,13.0,6.0,3.0,3.0,3.0,3.0,3.0,2,1,3
20251012TMG11,2025-10-12,同じ,33,0.0,0.0,0.0,0.0,26.0,3,5.0,10.0,5.0,5.0,5.0,2.0,1.0,1,4,2
20251012TMG12,2025-10-12,内側より下,40,0.0,0.0,0.0,0.0,16.0,6,14.0,6.0,5.0,1.0,3.0,1.0,2.0,1,3,4
20251013TMG01,2025-10-13,内側より下,28,0.0,0.0,0.0,0.0,30.0,1,0.0,9.0,5.0,4.0,3.0,4.0,3.0,1,2,3
20251013TMG02,2025-10-13,内側より下,23,0.0,0.0,0.0,0.0,20.0,5,10.0,6.0,5.0,1.0,3.0,3.0,2.0,4,3,6
20251013TMG03,2025-10-13,内側より下,88,0.0,0.0,0.0,0.0,26.0,2,4.0,4.0,3.0,1.0,3.0,5.0,4.0,4,2,3
20251013TMG04,2025-10-13,内側より下,29,3.4482758620689653,0.0,0.0,0.0,28.0,3,3.0,6.0,3.0,3.0,3.0,3.0,5.0,1,3,4
20251013TMG05,2025-10-13,内側より下,26,3.8461538461538463,3.8461538461538463,0.0,3.8461538461538463,24.0,4,4.0,9.0,5.0,4.0,3.0,2.0,2.0,1,3,4
20251013TMG06,2025-10-13,内側より下,46,4.3478260869565215,0.0,4.3478260869565215,4.3478260869565215,18.0,6,14.0,6.0,3.0,3.0,3.0,2.0,1.0,2,3,1
20251013TMG07,2025-10-13,内側より下,28,0.0,0.0,0.0,0.0,17.0,5,15.0,4.0,3.0,1.0,2.0,3.0,2.0,1,3,4
20251013TMG08,2025-10-13,内側より上,37,5.405405405405405,0.0,5.405405405405405,5.405405405405405,27.0,2,3.0,10.0,5.0,5.0,2.0,4.0,1.0,3,1,5
20251013TMG10,2025-10-13,内側より上,33,3.0303030303030303,0.0,3.0303030303030303,3.0303030303030303,25.0,3,9.0,9.0,5.0,4.0,2.0,3.0,2.0,1,2,5
20251013TMG11,2025-10-13,内側より下,37,0.0,0.0,0.0,0.0,23.0,2,8.0,6.0,5.0,1.0,4.0,3.0,3.0,6,3,5
20251013TMG12,2025-10-13,内側より下,33,0.0,0.0,0.0,0.0,12.0,6,24.0,4.0,3.0,1.0,3.0,1.0,1.0,1,2,5
20251014TMG01,2025-10-14,内側より上,25,0.0,0.0,0.0,0.0,19.0,6,11.0,4.0,3.0,1.0,2.0,2.0,4.0,1,3,2
20251014TMG02,2025-10-14,内側より下,23,4.3478260869565215,0.0,0.0,0.0,15.0,6,17.0,6.0,5.0,1.0,2.0,1.0,2.0,2,5,1
20251014TMG03,2025-10-14,内側より下,37,2.7027027027027026,0.0,0.0,0.0,24.0,5,6.0,6.0,5.0,1.0,5.0,2.0,4.0,4,6,2
20251014TMG04,2025-10-14,内側より上,28,3.5714285714285716,0.0,3.5714285714285716,3.5714285714285716,20.0,5,13.0,7.0,2.0,5.0,4.0,1.0,1.0,1,4,2
20251014TMG05,2025-10-14,内側より下,19,0.0,0.0,0.0,0.0,26.0,3,6.0,10.0,5.0,5.0,3.0,3.0,1.0,1,5,2
20251014TMG06,2025-10-14,内側より下,29,6.896551724137931,0.0,3.4482758620689653,3.4482758620689653,29.0,2,6.0,8.0,3.0,5.0,4.0,5.0,1.0,3,1,5
20251014TMG07,2025-10-14,内側より下,89,0.0,0.0,0.0,0.0,19.0,6,20.0,4.0,3.0,1.0,4.0,3.0,2.0,4,1,5
20251014TMG09,2025-10-14,同じ,43,2.3255813953488373,0.0,2.3255813953488373,2.3255813953488373,18.0,6,16.0,6.0,3.0,3.0,3.0,1.0,2.0,5,6,2
20251014TMG10,2025-10-14,内側より下,32,3.125,0.0,0.0,0.0,17.0,6,17.0,6.0,5.0,1.0,4.0,1.0,2.0,1,4,2
20251014TMG11,2025-10-14,内側より下,37,2.7027027027027026,0.0,0.0,0.0,26.0,3,11.0,7.0,3.0,4.0,5.0,3.0,2.0,1,6,3
20251015TMG01,2025-10-15,内側より下,90,0.0,0.0,0.0,0.0,21.0,5,13.0,5.0,2.0,3.0,5.0,2.0,2.0,1,3,5
20251015TMG02,2025-10-15,内側より下,32,0.0,0.0,0.0,0.0,20.0,5,12.0,4.0,3.0,1.0,3.0,1.0,5.0,2,1,3
20251015TMG03,2025-10-15,内側より下,24,0.0,0.0,0.0,0.0,14.0,6,20.0,6.0,5.0,1.0,3.0,1.0,1.0,5,2,6
20251015TMG04,2025-10-15,内側より下,27,3.7037037037037037,3.7037037037037037,0.0,3.7037037037037037,27.0,3,5.0,7.0,2.0,5.0,3.0,5.0,1.0,1,4,6
20251015TMG05,2025-10-15,内側より下,29,0.0,0.0,0.0,0.0,18.0,6,14.0,4.0,3.0,1.0,3.0,1.0,4.0,1,2,5
20251015TMG07,2025-10-15,内側より下,39,7.6923076923076925,2.5641025641025643,2.5641025641025643,5.128205128205129,25.0,3,10.0,3.0,2.0,1.0,3.0,4.0,5.0,5,1,2
20251015TMG08,2025-10-15,内側より下,90,0.0,0.0,0.0,0.0,22.0,5,10.0,6.0,5.0,1.0,5.0,2.0,3.0,1,2,3
20251015TMG09,2025-10-15,内側より下,40,0.0,0.0,0.0,0.0,18.0,6,12.0,6.0,5.0,1.0,3.0,1.0,3.0,1,3,5
20251015TMG10,2025-10-15,内側より上,15,0.0,0.0,0.0,0.0,22.0,5,10.0,6.0,5.0,1.0,3.0,2.0,4.0,1,4,5
20251015TMG11,2025-10-15,内側より下,44,6.818181818181818,2.272727272727273,0.0,2.272727272727273,24.0,4,11.0,9.0,5.0,4.0,3.0,3.0,1.0,3,1,6
20251015TMG12,2025-10-15,内側より下,39,2.5641025641025643,0.0,0.0,0.0,20.0,4,15.0,4.0,3.0,1.0,5.0,2.0,3.0,1,3,4
20251019TMG01,2025-10-19,内側より下,19,0.0,0.0,0.0,0.0,27.0,2,2.0,4.0,3.0,1.0,2.0,5.0,5.0,3,1,4
20251019TMG02,2025-10-19,内側より上,16,0.0,0.0,0.0,0.0,20.0,5,18.0,4.0,3.0,1.0,3.0,1.0,5.0,4,5,1
20251019TMG03,2025-10-19,内側より下,36,2.7777777777777777,0.0,2.7777777777777777,2.7777777777777777,20.0,5,13.0,5.0,3.0,2.0,5.0,1.0,3.0,1,2,4
20251019TMG04,2025-10-19,内側より下,56,7.142857142857143,5.357142857142857,1.7857142857142858,7.142857142857142,25.0,4,12.0,8.0,3.0,5.0,4.0,3.0,1.0,4,3,6
20251019TMG05,2025-10-19,内側より下,24,4.166666666666667,0.0,4.166666666666667,4.166666666666667,21.0,5,12.0,8.0,3.0,5.0,2.0,1.0,2.0,3,1,6
20251019TMG06,2025-10-19,内側より下,109,0.0,0.0,0.0,0.0,24.0,3,6.0,6.0,5.0,1.0,3.0,3.0,4.0,5,2,4
20251019TMG07,2025-10-19,内側より下,76,0.0,0.0,0.0,0.0,12.0,6,20.0,4.0,3.0,1.0,3.0,1.0,1.0,4,2,3
20251019TMG08,2025-10-19,内側より上,79,0.0,0.0,0.0,0.0,20.0,4,15.0,5.0,1.0,4.0,5.0,2.0,1.0,3,5,6
20251019TMG09,2025-10-19,内側より上,34,2.9411764705882355,0.0,2.9411764705882355,2.9411764705882355,24.0,4,8.0,8.0,5.0,3.0,3.0,1.0,4.0,1,6,3
20251019TMG11,2025-10-19,内側より下,51,15.686274509803921,11.764705882352942,3.9215686274509802,15.686274509803923,23.0,5,11.0,10.0,5.0,5.0,2.0,1.0,2.0,1,3,2
20251019TMG12,2025-10-19,内側より下,33,3.0303030303030303,0.0,3.0303030303030303,3.0303030303030303,28.0,2,5.0,4.0,3.0,1.0,5.0,5.0,4.0,5,1,4
20251020TMG01,2025-10-20,同じ,26,0.0,0.0,0.0,0.0,16.0,6,15.0,4.0,3.0,1.0,3.0,2.0,2.0,1,4,2
20251020TMG02,2025-10-20,内側より上,34,0.0,0.0,0.0,0.0,21.0,5,13.0,4.0,3.0,1.0,4.0,2.0,4.0,5,6,2
20251020TMG03,2025-10-20,内側より上,37,2.7027027027027026,0.0,0.0,0.0,32.0,1,0.0,10.0,5.0,5.0,5.0,4.0,2.0,3,6,2
20251020TMG04,2025-10-20,内側より下,36,0.0,0.0,0.0,0.0,26.0,3,5.0,7.0,5.0,2.0,3.0,4.0,3.0,5,4,2
20251020TMG05,2025-10-20,内側より下,34,0.0,0.0,0.0,0.0,35.0,1,0.0,7.0,2.0,5.0,3.0,5.0,5.0,6,1,2
20251020TMG06,2025-10-20,同じ,80,0.0,0.0,0.0,0.0,21.0,5,8.0,3.0,2.0,1.0,5.0,1.0,5.0,3,5,1
20251020TMG07,2025-10-20,内側より上,32,0.0,0.0,0.0,0.0,26.0,2,4.0,6.0,5.0,1.0,3.0,3.0,5.0,1,4,3
20251020TMG08,2025-10-20,内側より上,77,0.0,0.0,0.0,0.0,18.0,6,16.0,7.0,5.0,2.0,3.0,2.0,1.0,1,3,4
20251020TMG09,2025-10-20,内側より下,19,0.0,0.0,0.0,0.0,30.0,3,4.0,7.0,3.0,4.0,3.0,4.0,4.0,1,5,3
20251020TMG10,2025-10-20,内側より上,19,10.526315789473685,0.0,0.0,0.0,30.0,2,9.0,7.0,3.0,4.0,3.0,4.0,4.0,1,5,2
20251020TMG12,2025-10-20,内側より下,37,0.0,0.0,0.0,0.0,20.0,5,10.0,7.0,3.0,4.0,3.0,2.0,1.0,1,4,2
20251021TMG01,2025-10-21,内側より下,26,0.0,0.0,0.0,0.0,29.0,2,4.0,3.0,1.0,2.0,4.0,5.0,5.0,5,3,1
20251021TMG02,2025-10-21,内側より上,36,0.0,0.0,0.0,0.0,22.0,5,14.0,4.0,3.0,1.0,5.0,1.0,5.0,4,1,6
20251021TMG03,2025-10-21,内側より下,31,0.0,0.0,0.0,0.0,23.0,4,11.0,8.0,3.0,5.0,4.0,2.0,1.0,2,5,1
20251021TMG05,2025-10-21,内側より上,81,0.0,0.0,0.0,0.0,26.0,3,8.0,7.0,3.0,4.0,5.0,4.0,1.0,3,4,2
20251021TMG06,2025-10-21,内側より上,23,17.391304347826086,8.695652173913043,8.695652173913043,17.391304347826086,27.0,3,11.0,6.0,5.0,1.0,4.0,3.0,5.0,1,2,3
20251021TMG07,2025-10-21,内側より下,26,0.0,0.0,0.0,0.0,32.0,1,0.0,7.0,3.0,4.0,3.0,5.0,4.0,2,4,1
20251021TMG08,2025-10-21,内側より下,33,0.0,0.0,0.0,0.0,30.0,2,2.0,4.0,3.0,1.0,5.0,5.0,5.0,1,2,3
20251021TMG10,2025-10-21,内側より上,81,0.0,0.0,0.0,0.0,26.0,4,11.0,6.0,5.0,1.0,5.0,3.0,4.0,1,2,6
20251021TMG11,2025-10-21,同じ,28,0.0,0.0,0.0,0.0,29.0,2,1.0,8.0,5.0,3.0,4.0,3.0,4.0,1,2,3
20251021TMG12,2025-10-21,内側より下,34,0.0,0.0,0.0,0.0,24.0,3,14.0,9.0,5.0,4.0,3.0,1.0,3.0,1,2,4
20251022TMG01,2025-10-22,内側より上,34,0.0,0.0,0.0,0.0,22.0,6,10.0,4.0,3.0,1.0,5.0,2.0,4.0,1,6,2
20251022TMG02,2025-10-22,内側より下,22,0.0,0.0,0.0,0.0,22.0,5,12.0,5.0,3.0,2.0,5.0,2.0,3.0,5,6,4
20251022TMG03,2025-10-22,内側より上,111,0.0,0.0,0.0,0.0,17.0,6,12.0,5.0,3.0,2.0,4.0,1.0,2.0,3,2,4
20251022TMG04,2025-10-22,内側より下,33,3.0303030303030303,0.0,3.0303030303030303,3.0303030303030303,38.0,1,0.0,8.0,3.0,5.0,5.0,5.0,5.0,1,5,6
20251022TMG05,2025-10-22,内側より下,38,2.6315789473684212,0.0,0.0,0.0,32.0,1,0.0,8.0,3.0,5.0,5.0,4.0,3.0,4,6,5
20251022TMG06,2025-10-22,内側より下,27,0.0,0.0,0.0,0.0,30.0,1,0.0,10.0,5.0,5.0,5.0,4.0,1.0,1,5,4
20251022TMG07,2025-10-22,内側より下,83,0.0,0.0,0.0,0.0,26.0,3,10.0,4.0,3.0,1.0,5.0,3.0,5.0,1,2,6
20251022TMG08,2025-10-22,内側より上,111,0.0,0.0,0.0,0.0,19.0,6,12.0,4.0,3.0,1.0,4.0,2.0,3.0,1,4,3
20251022TMG09,2025-10-22,内側より下,21,0.0,0.0,0.0,0.0,28.0,3,10.0,9.0,5.0,4.0,3.0,2.0,4.0,1,5,2
20251022TMG10,2025-10-22,内側より下,35,2.857142857142857,0.0,2.857142857142857,2.857142857142857,22.0,5,12.0,4.0,3.0,1.0,5.0,1.0,5.0,1,4,3
20251022TMG11,2025-10-22,内側より下,33,0.0,0.0,0.0,0.0,22.0,4,8.0,4.0,3.0,1.0,5.0,2.0,4.0,4,5,3
20251022TMG12,2025-10-22,内側より下,37,0.0,0.0,0.0,0.0,20.0,5,16.0,6.0,5.0,1.0,5.0,1.0,3.0,2,3,4
20251023TMG01,2025-10-23,内側より下,27,0.0,0.0,0.0,0.0,27.0,3,7.0,4.0,3.0,1.0,4.0,5.0,4.0,1,6,3
20251023TMG02,2025-10-23,内側より下,33,0.0,0.0,0.0,0.0,23.0,4,10.0,6.0,3.0,3.0,4.0,2.0,3.0,4,5,6
20251023TMG03,2025-10-23,内側より下,25,0.0,0.0,0.0,0.0,26.0,3,12.0,6.0,3.0,3.0,3.0,4.0,3.0,1,3,2
20251023TMG05,2025-10-23,内側より上,84,0.0,0.0,0.0,0.0,22.0,5,14.0,4.0,3.0,1.0,5.0,3.0,3.0,2,4,3
20251023TMG06,2025-10-23,内側より下,29,0.0,0.0,0.0,0.0,22.0,6,10.0,10.0,5.0,5.0,3.0,1.0,1.0,4,2,3
20251023TMG07,2025-10-23,内側より下,35,2.857142857142857,0.0,2.857142857142857,2.857142857142857,19.0,5,15.0,5.0,3.0,2.0,4.0,1.0,3.0,3,1,6
20251023TMG08,2025-10-23,内側より上,28,0.0,0.0,0.0,0.0,34.0,1,0.0,7.0,3.0,4.0,3.0,5.0,5.0,1,3,4
20251023TMG09,2025-10-23,内側より上,84,0.0,0.0,0.0,0.0,29.0,2,9.0,7.0,2.0,5.0,5.0,4.0,2.0,6,1,2
20251023TMG10,2025-10-23,内側より上,33,0.0,0.0,0.0,0.0,16.0,6,12.0,5.0,3.0,2.0,3.0,1.0,2.0,2,3,1
20251023TMG11,2025-10-23,内側より上,29,0.0,0.0,0.0,0.0,25.0,4,8.0,6.0,5.0,1.0,4.0,2.0,5.0,4,2,6
20251023TMG12,2025-10-23,内側より上,25,8.0,4.0,4.0,8.0,26.0,2,10.0,8.0,5.0,3.0,3.0,3.0,3.0,1,4,5
20251029TMG01,2025-10-29,内側より下,28,0.0,0.0,0.0,0.0,20.0,5,15.0,4.0,3.0,1.0,3.0,2.0,4.0,1,4,3
20251029TMG02,2025-10-29,内側より上,47,0.0,0.0,0.0,0.0,20.0,5,16.0,5.0,3.0,2.0,3.0,1.0,4.0,3,1,4
20251029TMG03,2025-10-29,内側より下,19,0.0,0.0,0.0,0.0,26.0,4,8.0,10.0,5.0,5.0,5.0,2.0,1.0,5,1,2
20251029TMG04,2025-10-29,内側より上,83,4.819277108433735,1.2048192771084338,2.4096385542168677,3.6144578313253017,21.0,5,15.0,9.0,5.0,4.0,4.0,1.0,1.0,3,5,1
20251029TMG05,2025-10-29,内側より上,64,0.0,0.0,0.0,0.0,23.0,6,7.0,10.0,5.0,5.0,4.0,1.0,1.0,1,3,4
20251029TMG06,2025-10-29,内側より下,47,0.0,0.0,0.0,0.0,26.0,3,3.0,8.0,5.0,3.0,3.0,3.0,3.0,1,3,2
20251029TMG07,2025-10-29,内側より上,64,3.125,0.0,1.5625,1.5625,21.0,5,10.0,9.0,5.0,4.0,4.0,1.0,1.0,3,6,4
20251029TMG08,2025-10-29,内側より上,55,0.0,0.0,0.0,0.0,21.0,4,17.0,8.0,3.0,5.0,4.0,1.0,1.0,3,4,2
20251029TMG09,2025-10-29,内側より上,65,0.0,0.0,0.0,0.0,22.0,5,12.0,4.0,3.0,1.0,3.0,2.0,5.0,1,4,2
20251029TMG10,2025-10-29,内側より下,28,0.0,0.0,0.0,0.0,24.0,3,8.0,8.0,3.0,5.0,5.0,2.0,1.0,1,2,3
20251029TMG12,2025-10-29,内側より下,35,8.571428571428571,0.0,5.714285714285714,5.714285714285714,32.0,2,2.0,8.0,3.0,5.0,5.0,4.0,3.0,2,1,4
20251030TMG01,2025-10-30,内側より上,65,0.0,0.0,0.0,0.0,28.0,4,8.0,10.0,5.0,5.0,5.0,1.0,3.0,2,5,4
20251030TMG02,2025-10-30,同じ,36,5.555555555555555,0.0,0.0,0.0,30.0,2,8.0,7.0,3.0,4.0,5.0,5.0,2.0,1,3,6
20251030TMG03,2025-10-30,内側より下,57,0.0,0.0,0.0,0.0,28.0,4,4.0,8.0,3.0,5.0,5.0,4.0,1.0,2,5,3
20251030TMG04,2025-10-30,内側より上,143,0.6993006993006993,0.0,0.6993006993006993,0.6993006993006993,24.0,3,12.0,6.0,5.0,1.0,5.0,4.0,2.0,1,2,4
20251030TMG05,2025-10-30,内側より上,65,0.0,0.0,0.0,0.0,24.0,5,10.0,10.0,5.0,5.0,5.0,1.0,1.0,2,1,5
20251030TMG06,2025-10-30,内側より上,39,0.0,0.0,0.0,0.0,30.0,2,2.0,6.0,5.0,1.0,5.0,5.0,4.0,2,1,4
20251030TMG07,2025-10-30,内側より上,65,3.076923076923077,0.0,1.5384615384615385,1.5384615384615385,16.0,6,16.0,4.0,3.0,1.0,5.0,1.0,2.0,1,4,2
20251030TMG08,2025-10-30,内側より下,49,0.0,0.0,0.0,0.0,22.0,6,18.0,9.0,5.0,4.0,3.0,1.0,2.0,1,5,4
20251030TMG09,2025-10-30,内側より上,66,0.0,0.0,0.0,0.0,21.0,5,19.0,8.0,3.0,5.0,4.0,1.0,1.0,1,4,3
20251030TMG10,2025-10-30,内側より上,56,0.0,0.0,0.0,0.0,21.0,5,12.0,5.0,3.0,2.0,4.0,1.0,4.0,4,2,1
20251030TMG11,2025-10-30,内側より下,30,0.0,0.0,0.0,0.0,29.0,2,8.0,6.0,5.0,1.0,4.0,5.0,4.0,1,3,5
20251030TMG12,2025-10-30,内側より下,36,0.0,0.0,0.0,0.0,25.0,3,15.0,9.0,5.0,4.0,4.0,3.0,1.0,1,5,4
20251031TMG01,2025-10-31,内側より上,67,0.0,0.0,0.0,0.0,17.0,6,15.0,2.0,1.0,1.0,4.0,1.0,4.0,3,4,2
20251031TMG02,2025-10-31,内側より上,49,0.0,0.0,0.0,0.0,23.0,5,9.0,7.0,5.0,2.0,4.0,1.0,4.0,1,2,3
20251031TMG03,2025-10-31,内側より上,66,3.0303030303030303,0.0,1.5151515151515151,1.5151515151515151,19.0,5,13.0,4.0,3.0,1.0,4.0,4.0,1.0,1,5,2
20251031TMG04,2025-10-31,内側より上,57,0.0,0.0,0.0,0.0,24.0,4,9.0,7.0,3.0,4.0,3.0,1.0,4.0,1,2,5
20251031TMG06,2025-10-31,内側より上,81,4.938271604938271,1.2345679012345678,2.4691358024691357,3.7037037037037033,22.0,5,14.0,7.0,3.0,4.0,5.0,1.0,2.0,6,1,5
20251031TMG07,2025-10-31,内側より上,66,3.0303030303030303,0.0,1.5151515151515151,1.5151515151515151,25.0,3,15.0,9.0,5.0,4.0,4.0,3.0,1.0,4,3,2
20251031TMG08,2025-10-31,内側より下,49,0.0,0.0,0.0,0.0,17.0,6,19.0,6.0,5.0,1.0,4.0,1.0,2.0,1,4,3
20251031TMG09,2025-10-31,内側より上,67,0.0,0.0,0.0,0.0,19.0,5,17.0,6.0,1.0,5.0,4.0,1.0,1.0,1,5,3
20251031TMG10,2025-10-31,内側より上,29,0.0,0.0,0.0,0.0,29.0,2,1.0,8.0,3.0,5.0,4.0,4.0,2.0,5,3,6
20251031TMG11,2025-10-31,内側より下,78,0.0,0.0,0.0,0.0,17.0,6,21.0,5.0,2.0,3.0,3.0,1.0,2.0,1,4,3
20251031TMG12,2025-10-31,内側より下,33,3.0303030303030303,0.0,3.0303030303030303,3.0303030303030303,20.0,6,16.0,6.0,5.0,1.0,3.0,1.0,4.0,1,2,4
20251101TMG01,2025-11-01,内側より下,17,0.0,0.0,0.0,0.0,16.0,6,12.0,4.0,3.0,1.0,3.0,1.0,3.0,1,5,2
20251101TMG02,2025-11-01,内側より上,37,0.0,0.0,0.0,0.0,22.0,5,11.0,8.0,5.0,3.0,3.0,1.0,3.0,4,3,5
20251101TMG03,2025-11-01,内側より上,30,0.0,0.0,0.0,0.0,16.0,6,17.0,4.0,3.0,1.0,3.0,1.0,3.0,5,4,1
20251101TMG04,2025-11-01,内側より下,36,0.0,0.0,0.0,0.0,24.0,4,5.0,6.0,3.0,3.0,3.0,3.0,3.0,2,4,3
20251101TMG05,2025-11-01,内側より下,68,0.0,0.0,0.0,0.0,19.0,5,11.0,7.0,2.0,5.0,3.0,1.0,1.0,2,1,4
20251101TMG06,2025-11-01,内側より下,51,0.0,0.0,0.0,0.0,20.0,5,13.0,4.0,3.0,1.0,3.0,1.0,5.0,3,5,2
20251101TMG08,2025-11-01,内側より下,40,2.5,0.0,2.5,2.5,20.0,5,15.0,7.0,3.0,4.0,3.0,1.0,2.0,1,3,5
20251101TMG09,2025-11-01,内側より上,68,2.9411764705882355,0.0,1.4705882352941178,1.4705882352941178,20.0,5,12.0,6.0,1.0,5.0,3.0,2.0,1.0,1,3,2
20251101TMG10,2025-11-01,内側より下,58,0.0,0.0,0.0,0.0,24.0,4,10.0,4.0,3.0,1.0,3.0,4.0,4.0,3,1,5
20251101TMG11,2025-11-01,内側より上,35,2.857142857142857,0.0,0.0,0.0,20.0,5,11.0,6.0,5.0,1.0,3.0,1.0,4.0,1,3,6
20251101TMG12,2025-11-01,内側より下,144,0.6944444444444444,0.0,0.6944444444444444,0.6944444444444444,20.0,5,8.0,6.0,3.0,3.0,3.0,1.0,3.0,4,6,1
20251102TMG01,2025-11-02,内側より下,52,0.0,0.0,0.0,0.0,24.0,3,6.0,6.0,5.0,1.0,3.0,2.0,5.0,1,4,5
20251102TMG02,2025-11-02,内側より上,29,6.896551724137931,3.4482758620689653,3.4482758620689653,6.896551724137931,32.0,2,2.0,7.0,3.0,4.0,5.0,4.0,4.0,6,1,4
20251102TMG03,2025-11-02,内側より下,59,0.0,0.0,0.0,0.0,29.0,1,0.0,10.0,5.0,5.0,4.0,3.0,2.0,2,1,5
20251102TMG04,2025-11-02,内側より下,69,0.0,0.0,0.0,0.0,21.0,5,15.0,8.0,3.0,5.0,4.0,1.0,1.0,1,5,3
